record_id,bus_id,agency_id,linea,speed_kmh,distance_meters,day_of_week,time_of_day_min,scheduled_deviation_min,travel_time_to_next_stop_sec
72811025,"84","20","522",31.00,1260,6,1214,9.00,686
72811024,"43","20","524",0.00,1215,6,1214,0.00,1215
72811023,"93","20","546",12.00,314,6,1214,0.00,94
72811022,"6","20","526",11.00,255,6,1214,0.00,83
72811021,"46","20","546",29.00,271,6,1214,17.00,1054
72811020,"55","20","505",44.00,373,6,1214,11.00,691
72811019,"117","20","522",22.00,706,6,1214,20.00,1316
72811018,"24","20","546",24.00,1296,6,1214,10.00,794
72811017,"114","20","L38",22.00,929,6,1214,3.00,332
72811016,"96","20","505",31.00,1078,6,1214,0.00,125
72811015,"101","20","582",24.00,1367,6,1214,6.00,565
72811014,"2","20","546",0.00,1781,6,1214,0.00,1781
72811013,"99","20","526",25.00,351,6,1214,6.00,411
72811012,"113","20","L25",21.00,1055,6,1214,-2.00,61
72811011,"92","20","538",5.00,546,6,1214,0.00,393
72811010,"34","20","505",20.00,1735,6,1214,0.00,312
72811009,"59","20","526",19.00,1977,6,1214,-5.00,75
72811008,"67","20","526",0.00,767,6,1214,0.00,767
72811007,"105","20","522",11.00,1470,6,1214,0.00,481
72811006,"27","20","505",0.00,1003,6,1214,0.00,1003
72811005,"56","20","538",38.00,1178,6,1214,-10.00,10
72811004,"90","20","526",42.00,447,6,1214,-7.00,10
72811003,"64","20","582",24.00,1823,6,1214,0.00,273
72811002,"116","20","526",14.00,1737,6,1214,0.00,447
72811001,"94","20","538",0.00,373,6,1214,0.00,373
72811000,"36","20","582",29.00,802,6,1214,13.00,880
72810999,"86","20","526",27.00,9780,6,1214,6.00,1664
72810998,"88","20","524",0.00,3820,6,1214,0.00,1800
72810997,"108","20","522",38.00,1069,6,1214,-5.00,10
72810996,"67","20","526",0.00,1414,6,1214,0.00,1414
72810995,"107","20","582",12.00,320,6,1214,0.00,96
72810994,"38","20","522",37.00,280,6,1214,0.00,27
72810993,"100","20","522",0.00,1206,6,1214,0.00,1206
72810992,"88","20","524",0.00,3820,6,1214,0.00,1800
72810991,"48","20","582",18.00,1708,6,1214,1.00,402
72810990,"18","20","582",0.00,859,6,1214,0.00,859
72810989,"29","20","524",11.00,533,6,1214,8.00,654
72810988,"60","20","526",3.00,970,6,1214,0.00,970
72810987,"563","50","188",0.00,1739,6,1214,0.00,1739
72810986,"199","50","L6",8.00,1136,6,1214,0.00,511
72810985,"331","50","156",1.00,945,6,1214,0.00,945
72810984,"738","50","109",25.00,1775,6,1214,0.00,256
72810983,"972","50","60",0.00,1684,6,1214,0.00,1684
72810982,"1130","50","158",0.00,1499,6,1214,0.00,1499
72810981,"737","50","163",0.00,873,6,1214,0.00,873
72810980,"1147","50","CE1",0.00,1523,6,1214,0.00,1523
72810979,"562","50","L46",36.00,923,6,1214,0.00,92
72810978,"455","50","185",13.00,793,6,1214,0.00,220
72810977,"124","50","104",8.00,1567,6,1214,0.00,705
72810976,"18","50","105",40.00,1140,6,1214,0.00,103
72810975,"238","50","L15",10.00,1082,6,1214,0.00,390
72810974,"35","50","103",0.00,620,6,1214,0.00,620
72810973,"910","50","110",0.00,647,6,1214,0.00,647
72810972,"717","50","192",7.00,1133,6,1214,0.00,583
72810971,"244","50","181",0.00,295,6,1214,0.00,295
72810970,"62","50","109",22.00,990,6,1214,12.00,882
72810969,"772","50","163",9.00,277,6,1214,9.00,651
72810968,"692","50","147",15.00,1577,6,1214,6.00,738
72810967,"392","50","151",23.00,438,6,1214,0.00,69
72810966,"639","50","137",22.00,1610,6,1214,0.00,263
72810965,"56","50","103",15.00,673,6,1214,-5.00,10
72810964,"293","50","183",36.00,1421,6,1214,11.00,802
72810963,"44","50","100",25.00,380,6,1214,4.00,295
72810962,"970","50","121",16.00,255,6,1214,0.00,57
72810961,"294","50","147",30.00,810,6,1214,11.00,757
72810960,"478","50","147",0.00,1007,6,1214,0.00,1007
72810959,"602","50","183",0.00,320,6,1214,0.00,320
72810958,"770","50","144",29.00,1729,6,1214,0.00,215
72810957,"78","50","181",1.00,1307,6,1214,0.00,1307
72810956,"378","50","148",15.00,375,6,1214,0.00,90
72810955,"947","50","109",40.00,1072,6,1214,3.00,276
72810954,"414","50","145",33.00,844,6,1214,8.00,572
72810953,"423","50","113",3.00,666,6,1214,0.00,666
72810952,"84","50","110",8.00,1446,6,1214,0.00,651
72810951,"489","50","181",0.00,1178,6,1214,0.00,1178
72810950,"208","50","137",1.00,1289,6,1214,-4.00,1049
72810949,"816","50","L20",0.00,370,6,1214,0.00,370
72810948,"914","50","103",0.00,727,6,1214,0.00,727
72810947,"458","50","192",54.00,1286,6,1214,0.00,86
72810946,"970","50","121",30.00,633,6,1214,18.00,1156
72810945,"632","50","192",28.00,1790,6,1214,0.00,230
72810944,"544","50","128",25.00,1607,6,1214,0.00,231
72810943,"155","50","104",35.00,807,6,1214,12.00,803
72810942,"734","50","174",0.00,1306,6,1214,0.00,1306
72810941,"558","50","192",59.00,415,6,1214,0.00,25
72810940,"1116","50","180",19.00,1848,6,1214,0.00,350
72810939,"86","50","102",27.00,9780,6,1214,11.00,1800
72810938,"1142","50","183",7.00,364,6,1214,0.00,187
72810937,"1131","50","163",25.00,660,6,1214,-16.00,10
72810936,"198","50","127",18.00,1507,6,1214,0.00,301
72810935,"264","50","145",29.00,356,6,1214,4.00,284
72810934,"148","50","117",20.00,1074,6,1214,0.00,193
72810933,"637","50","105",34.00,537,6,1214,17.00,1077
72810932,"640","50","175",0.00,1539,6,1214,0.00,1539
72810931,"611","50","185",8.00,971,6,1214,0.00,437
72810930,"1100","50","103",23.00,1862,6,1214,0.00,291
72810929,"1048","50","E14",0.00,1028,6,1214,0.00,1028
72810928,"561","50","130",26.00,703,6,1214,0.00,97
72810927,"946","50","100",1.00,1152,6,1214,10.00,1752
72810926,"530","50","127",0.00,461,6,1214,0.00,461
72810925,"165","50","195",29.00,1829,6,1214,0.00,227
72810924,"686","50","185",1.00,970,6,1214,0.00,970
72810923,"705","50","115",16.00,249,6,1214,7.00,476
72810922,"166","50","195",29.00,1367,6,1214,0.00,170
72810921,"894","50","G11",38.00,668,6,1214,4.00,303
72810920,"175","50","130",28.00,412,6,1214,0.00,53
72810919,"461","50","175",32.00,969,6,1214,1.00,169
72810918,"443","50","155",24.00,1490,6,1214,-2.00,104
72810917,"39","50","185",29.00,1829,6,1214,0.00,227
72810916,"259","50","142",30.00,743,6,1214,13.00,869
72810915,"818","50","21",0.00,1423,6,1214,0.00,1423
72810914,"515","50","169",10.00,590,6,1214,0.00,212
72810913,"714","50","124",18.00,1316,6,1214,-4.00,23
72810912,"349","50","183",29.00,1999,6,1214,0.00,248
72810911,"744","50","185",0.00,481,6,1214,0.00,481
72810910,"926","50","L15",37.00,1215,6,1214,13.00,898
72810909,"1133","50","174",0.00,658,6,1214,0.00,658
72810908,"616","50","124",60.00,919,6,1214,12.00,775
72810907,"890","50","D8",39.00,1499,6,1214,9.00,678
72810906,"894","50","G11",43.00,1348,6,1214,11.00,773
72810905,"1144","50","E14",20.00,1187,6,1214,-4.00,10
72810904,"169","50","127",0.00,1133,6,1214,0.00,1133
72810903,"785","50","L41",9.00,1385,6,1214,15.00,1454
72810902,"691","50","175",12.00,1687,6,1214,0.00,506
72810901,"299","50","60",46.00,1453,6,1214,0.00,114
72810900,"712","50","121",0.00,1056,6,1214,0.00,1056
72810899,"14","50","103",25.00,1403,6,1214,2.00,322
72810898,"495","50","21",0.00,1623,6,1214,0.00,1623
72810897,"488","50","183",4.00,1229,6,1214,0.00,1106
72810896,"341","50","60",0.00,1934,6,1214,0.00,1800
72810895,"132","50","117",3.00,788,6,1214,0.00,788
72810894,"824","50","158",28.00,1237,6,1214,17.00,1179
72810893,"46","50","110",0.00,1594,6,1214,0.00,1594
72810892,"987","50","142",30.00,1629,6,1214,-12.00,10
72810891,"862","50","CE1",2.00,1951,6,1214,0.00,1800
72810890,"93","50","181",1.00,1376,6,1214,0.00,1376
72810889,"71","50","103",17.00,11740,6,1214,0.00,1800
72810888,"78","50","181",0.00,1796,6,1214,0.00,1796
72810887,"974","50","145",18.00,776,6,1214,0.00,155
72810886,"137","50","121",36.00,1420,6,1214,17.00,1162
72810885,"990","50","163",43.00,1862,6,1214,0.00,156
72810884,"892","50","183",19.00,1122,6,1214,0.00,213
72810883,"338","50","158",0.00,1612,6,1214,0.00,1612
72810882,"653","50","191",0.00,266,6,1214,0.00,266
72810881,"731","50","137",8.00,242,6,1214,18.00,1189
72810880,"670","50","110",0.00,1959,6,1214,0.00,1800
72810879,"97","50","64",3.00,1230,6,1214,5.00,1530
72810878,"518","50","149",19.00,1883,6,1214,6.00,717
72810877,"688","50","149",0.00,1974,6,1214,0.00,1800
72810876,"230","50","137",18.00,1887,6,1214,0.00,377
72810875,"721","50","199",1.00,203,6,1214,0.00,203
72810874,"753","50","174",43.00,1156,6,1214,0.00,97
72810873,"241","50","L4",59.00,1134,6,1214,9.00,609
72810872,"251","50","144",28.00,1326,6,1214,17.00,1190
72810871,"559","50","187",9.00,1257,6,1214,4.00,743
72810870,"300","50","148",1.00,277,6,1214,0.00,277
72810869,"243","50","145",6.00,810,6,1214,0.00,486
72810868,"286","50","145",31.00,1284,6,1214,0.00,149
72810867,"136","50","121",0.00,872,6,1214,0.00,872
72810866,"349","50","183",7.00,878,6,1214,0.00,452
72810865,"572","50","181",9.00,1542,6,1214,0.00,617
72810864,"798","50","L39",50.00,1945,6,1214,0.00,140
72810863,"209","50","127",27.00,858,6,1214,0.00,114
72810862,"69","50","103",0.00,10020,6,1214,0.00,1800
72810861,"30","50","103",14.00,1315,6,1214,0.00,338
72810860,"232","50","124",0.00,1481,6,1214,0.00,1481
72810859,"707","50","21",2.00,249,6,1214,0.00,249
72810858,"724","50","174",1.00,1503,6,1214,-15.00,603
72810857,"477","50","130",12.00,1273,6,1214,0.00,382
72810856,"72","50","L9",8.00,1956,6,1214,0.00,880
72810855,"648","50","149",8.00,1035,6,1214,0.00,466
72810854,"1126","50","143",34.00,752,6,1214,-3.00,10
72810853,"53","50","100",30.00,6640,6,1214,19.00,1800
72810852,"588","50","199",15.00,1908,6,1214,9.00,998
72810851,"502","50","181",0.00,695,6,1214,0.00,695
72810850,"228","50","125",24.00,1304,6,1214,8.00,676
72810849,"47","50","102",31.00,1663,6,1214,0.00,193
72810848,"387","50","185",1.00,1971,6,1214,0.00,1800
72810847,"761","50","192",28.00,859,6,1214,0.00,110
72810846,"968","50","110",0.00,1856,6,1214,0.00,1800
72810845,"420","50","G8",35.00,1511,6,1214,2.00,275
72810844,"45","50","185",0.00,1814,6,1214,0.00,1800
72810843,"99","50","111",25.00,1875,6,1214,10.00,870
72810842,"1107","50","105",4.00,1694,6,1214,0.00,1525
72810841,"402","50","199",23.00,1620,6,1214,0.00,254
72810840,"579","50","192",1.00,283,6,1214,0.00,283
72810839,"297","50","163",0.00,1134,6,1214,0.00,1134
72810838,"485","50","L3",25.00,801,6,1214,1.00,175
72810837,"24","50","169",31.00,893,6,1214,-10.00,10
72810836,"924","50","102",34.00,1671,6,1214,-4.00,10
72810835,"1013","50","D8",6.00,1137,6,1214,0.00,682
72810834,"245","50","L40",25.00,983,6,1214,4.00,382
72810833,"624","50","127",2.00,1933,6,1214,0.00,1800
72810832,"536","50","142",0.00,1812,6,1214,0.00,1800
72810831,"559","50","187",38.00,1802,6,1214,6.00,531
72810830,"575","50","125",4.00,1933,6,1214,-2.00,1620
72810829,"614","50","102",41.00,1909,6,1214,6.00,528
72810828,"359","50","103",35.00,400,6,1214,0.00,41
72810827,"269","50","145",1.00,537,6,1214,0.00,537
72810826,"956","50","104",10.00,1303,6,1214,0.00,469
72810825,"693","50","148",37.00,976,6,1214,-13.00,10
72810824,"32","50","D1",28.00,912,6,1214,1.00,177
72810823,"224","50","137",28.00,439,6,1214,-9.00,10
72810822,"776","50","112",35.00,1109,6,1214,3.00,294
72810821,"131","50","149",26.00,1800,6,1214,18.00,1329
72810820,"662","50","149",19.00,715,6,1214,0.00,135
72810819,"240","50","130",23.00,1161,6,1214,4.00,422
72810818,"139","50","121",2.00,753,6,1214,-9.00,213
72810817,"40","50","109",37.00,1274,6,1214,11.00,784
72810816,"926","50","L15",25.00,1738,6,1214,20.00,1450
72810815,"23","50","102",0.00,258,6,1214,0.00,258
72810814,"986","50","100",28.00,1853,6,1214,0.00,238
72810813,"732","50","128",15.00,1517,6,1214,0.00,364
72810812,"2","50","103",0.00,1343,6,1214,0.00,1343
72810811,"722","50","103",33.00,1547,6,1214,0.00,169
72810810,"748","50","148",41.00,540,6,1214,0.00,47
72810809,"303","50","130",24.00,283,6,1214,6.00,402
72810808,"168","50","128",27.00,1394,6,1214,3.00,366
72810807,"215","50","137",11.00,712,6,1214,10.00,833
72810806,"553","50","157",16.00,1475,6,1214,-3.00,152
72810805,"755","50","60",4.00,1462,6,1214,1.00,1376
72810804,"580","50","137",19.00,552,6,1214,10.00,705
72810803,"50","50","109",33.00,945,6,1214,2.00,223
72810802,"472","50","181",33.00,1620,6,1214,0.00,177
72810801,"749","50","169",31.00,1410,6,1214,0.00,164
72810800,"963","50","103",0.00,1088,6,1214,0.00,1088
72810799,"517","50","L2",14.00,1569,6,1214,11.00,1063
72810798,"411","50","180",11.00,30,6,1214,0.00,10
72810797,"950","50","183",39.00,1239,6,1214,9.00,654
72810796,"242","50","137",8.00,1600,6,1214,13.00,1500
72810795,"574","50","144",30.00,974,6,1214,8.00,597
72810794,"826","50","125",40.00,1249,6,1214,6.00,472
72810793,"34","50","110",13.00,459,6,1214,0.00,127
72810792,"142","50","116",1.00,617,6,1214,0.00,617
72810791,"441","50","111",24.00,1758,6,1214,0.00,264
72810790,"151","50","116",0.00,971,6,1214,0.00,971
72810789,"364","50","158",1.00,1289,6,1214,0.00,1289
72810788,"126","50","116",6.00,1016,6,1214,0.00,610
72810787,"642","50","124",18.00,531,6,1214,-11.00,10
72810786,"41","50","L9",11.00,528,6,1214,4.00,413
72810785,"256","50","60",23.00,1075,6,1214,0.00,168
72810784,"599","50","110",2.00,226,6,1214,0.00,226
72810783,"878","50","D8",14.00,743,6,1214,-5.00,10
72810782,"1111","50","L36",30.00,1866,6,1214,-5.00,10
72810781,"1054","50","CE1",29.00,1075,6,1214,0.00,133
72810780,"376","50","163",3.00,474,6,1214,-13.00,10
72810779,"643","50","130",14.00,1760,6,1214,9.00,993
72810778,"1145","50","CE2",16.00,1817,6,1214,0.00,409
72810777,"283","50","144",0.00,326,6,1214,0.00,326
72810776,"663","50","103",3.00,1847,6,1214,0.00,1800
72810775,"91","50","103",20.00,1813,6,1214,0.00,326
72810774,"51","50","192",32.00,5470,6,1214,0.00,615
72810773,"176","50","127",1.00,5160,6,1214,7.00,1800
72810772,"278","50","142",16.00,1158,6,1214,10.00,861
72810771,"690","50","145",0.00,694,6,1214,0.00,694
72810770,"906","50","L15",23.00,911,6,1214,0.00,143
72810769,"955","50","145",0.00,1115,6,1214,0.00,1115
72810768,"183","50","L28",40.00,314,6,1214,0.00,28
72810767,"435","50","192",26.00,524,6,1214,0.00,73
72810766,"377","50","199",1.00,1140,6,1214,0.00,1140
72810765,"520","50","199",37.00,705,6,1214,13.00,849
72810764,"797","50","145",14.00,520,6,1214,0.00,134
72810763,"773","50","L35",32.00,597,6,1214,7.00,487
72810762,"814","50","175",9.00,771,6,1214,4.00,548
72810761,"427","50","163",14.00,1626,6,1214,2.00,538
72810760,"354","50","158",26.00,954,6,1214,-5.00,10
72810759,"546","50","CE1",2.00,561,6,1214,0.00,561
72810758,"1088","50","175",23.00,790,6,1214,0.00,124
72810757,"938","50","60",1.00,1029,6,1214,0.00,1029
72810756,"925","50","181",9.00,834,6,1214,0.00,334
72810755,"327","50","148",46.00,877,6,1214,0.00,69
72810754,"447","50","195",29.00,271,6,1214,19.00,1174
72810753,"415","50","151",41.00,1400,6,1214,0.00,123
72810752,"1053","50","CE1",20.00,710,6,1214,0.00,128
72810751,"99","50","111",11.00,1954,6,1214,6.00,999
72810750,"480","50","183",10.00,1610,6,1214,0.00,580
72810749,"7","50","110",21.00,294,6,1214,-2.00,10
72810748,"318","50","199",0.00,1529,6,1214,0.00,1529
72810747,"65","50","112",0.00,1499,6,1214,0.00,1499
72810746,"589","50","145",31.00,1906,6,1214,0.00,221
72810745,"245","50","L40",27.00,373,6,1214,8.00,530
72810744,"499","50","180",3.00,1228,6,1214,0.00,1228
72810743,"644","50","163",16.00,1911,6,1214,0.00,430
72810742,"241","50","L4",8.00,1977,6,1214,6.00,1250
72810741,"1053","50","CE1",0.00,1796,6,1214,0.00,1796
72810740,"462","50","174",37.00,740,6,1214,0.00,72
72810739,"557","50","175",54.00,843,6,1214,6.00,416
72810738,"1122","50","105",19.00,772,6,1214,-8.00,10
72810737,"598","50","L4",17.00,776,6,1214,8.00,644
72810736,"204","50","110",34.00,1700,6,1214,3.00,360
72810735,"533","50","L1",33.00,332,6,1214,-2.00,10
72810734,"383","50","158",49.00,740,6,1214,10.00,654
72810733,"367","50","151",8.00,725,6,1214,-1.00,266
72810732,"137","50","121",16.00,770,6,1214,0.00,173
72810731,"758","50","147",30.00,1951,6,1214,0.00,234
72810730,"769","50","181",1.00,1545,6,1214,0.00,1545
72810729,"991","50","148",0.00,1153,6,1214,0.00,1153
72810728,"859","50","CE1",9.00,253,6,1214,0.00,101
72810727,"223","50","137",25.00,1625,6,1214,0.00,234
72810726,"147","50","121",25.00,1766,6,1214,0.00,254
72810725,"713","50","111",0.00,1817,6,1214,0.00,1800
72810724,"277","50","144",23.00,562,6,1214,0.00,88
72810723,"796","50","124",1.00,1439,6,1214,-18.00,359
72810722,"162","50","195",30.00,433,6,1214,0.00,52
72810721,"983","50","183",20.00,1382,6,1214,19.00,1389
72810720,"568","50","175",11.00,808,6,1214,0.00,264
72810719,"705","50","115",19.00,934,6,1214,6.00,537
72810718,"219","50","125",2.00,1005,6,1214,0.00,1005
72810717,"501","50","185",3.00,1989,6,1214,0.00,1800
72810716,"250","50","144",31.00,514,6,1214,18.00,1140
72810715,"900","50","163",25.00,974,6,1214,0.00,140
72810714,"1075","50","191",19.00,705,6,1214,0.00,134
72810713,"190","50","195",0.00,694,6,1214,0.00,694
72810712,"1126","50","143",7.00,1818,6,1214,3.00,1115
72810711,"535","50","149",2.00,940,6,1214,-20.00,10
72810710,"168","50","128",0.00,356,6,1214,0.00,356
72810709,"618","50","128",0.00,848,6,1214,0.00,848
72810708,"600","50","128",14.00,1419,6,1214,9.00,905
72810707,"607","50","116",34.00,1881,6,1214,0.00,199
72810706,"291","50","142",29.00,209,6,1214,-8.00,10
72810705,"546","50","CE1",7.00,537,6,1214,0.00,276
72810704,"928","50","103",41.00,303,6,1214,8.00,507
72810703,"118","50","121",23.00,577,6,1214,-20.00,10
72810702,"828","50","183",18.00,201,6,1214,0.00,40
72810701,"233","50","195",12.00,956,6,1214,10.00,887
72810700,"404","50","151",0.00,573,6,1214,0.00,573
72810699,"87","50","100",0.00,1183,6,1214,0.00,1183
72810698,"329","50","147",0.00,863,6,1214,0.00,863
72810697,"66","50","21",31.00,455,6,1214,0.00,53
72810696,"769","50","181",15.00,474,6,1214,0.00,114
72810695,"1106","50","109",14.00,689,6,1214,0.00,177
72810694,"1085","50","174",31.00,665,6,1214,0.00,77
72810693,"1050","50","CE1",0.00,1677,6,1214,0.00,1677
72810692,"405","50","199",0.00,270,6,1214,0.00,270
72810691,"384","50","151",45.00,1715,6,1214,0.00,137
72810690,"989","50","174",30.00,1645,6,1214,10.00,797
72810689,"233","50","195",0.00,1216,6,1214,0.00,1216
72810688,"262","50","144",34.00,1030,6,1214,15.00,1009
72810687,"709","50","100",1.00,1588,6,1214,0.00,1588
72810686,"416","50","175",50.00,1332,6,1214,17.00,1116
72810685,"668","50","124",43.00,488,6,1214,0.00,41
72810684,"481","50","181",0.00,1972,6,1214,0.00,1800
72810683,"437","50","169",32.00,990,6,1214,15.00,1011
72810682,"912","50","105",40.00,328,6,1214,4.00,270
72810681,"308","50","163",41.00,1230,6,1214,0.00,108
72810680,"196","50","128",0.00,892,6,1214,0.00,892
72810679,"482","50","109",11.00,333,6,1214,0.00,109
72810678,"81","50","21",1.00,1960,6,1214,16.00,1800
72810677,"593","50","127",20.00,1726,6,1214,-15.00,10
72810676,"11","50","103",1.00,304,6,1214,0.00,304
72810675,"405","50","199",34.00,1264,6,1214,0.00,134
72810674,"521","50","L3",46.00,422,6,1214,-1.00,10
72810673,"792","50","60",34.00,558,6,1214,0.00,59
72810672,"205","50","124",14.00,1962,6,1214,-11.00,10
72810671,"90","50","109",34.00,1230,6,1214,0.00,130
72810670,"25","50","21",7.00,1644,6,1214,0.00,845
72810669,"140","50","169",0.00,300,6,1214,0.00,300
72810668,"701","50","163",30.00,335,6,1214,-16.00,10
72810667,"612","50","175",30.00,1526,6,1214,0.00,183
72810666,"819","50","195",7.00,1779,6,1214,12.00,1635
72810665,"510","50","188",24.00,697,6,1214,-6.00,10
72810664,"156","50","147",25.00,1559,6,1214,-8.00,10
72810663,"10","50","21",2.00,1783,6,1214,0.00,1783
72810662,"809","50","169",20.00,1724,6,1214,-6.00,10
72810661,"429","50","188",3.00,231,6,1214,0.00,231
72810660,"598","50","L4",27.00,1310,6,1214,4.00,415
72810659,"192","50","195",25.00,403,6,1214,0.00,58
72810658,"1105","50","105",45.00,1068,6,1214,5.00,385
72810657,"446","50","185",17.00,1571,6,1214,0.00,333
72810656,"617","50","113",0.00,613,6,1214,0.00,613
72810655,"897","50","155",0.00,1215,6,1214,0.00,1215
72810654,"704","50","169",31.00,1784,6,1214,9.00,747
72810653,"1018","50","128",0.00,1736,6,1214,0.00,1736
72810652,"325","50","163",2.00,514,6,1214,9.00,1054
72810651,"201","50","L6",12.00,1309,6,1214,0.00,393
72810650,"934","50","145",3.00,807,6,1214,0.00,807
72810649,"979","50","60",36.00,1434,6,1214,0.00,143
72810648,"565","50","100",18.00,1258,6,1214,0.00,252
72810647,"789","50","113",1.00,1481,6,1214,18.00,1800
72810646,"804","50","105",3.00,1508,6,1214,-9.00,968
72810645,"679","50","102",24.00,503,6,1214,19.00,1215
72810644,"529","50","180",44.00,1694,6,1214,0.00,139
72810643,"954","50","102",17.00,939,6,1214,0.00,199
72810642,"822","50","195",27.00,509,6,1214,0.00,68
72810641,"1014","50","109",30.00,1773,6,1214,4.00,453
72810640,"921","50","185",40.00,1736,6,1214,15.00,1056
72810639,"474","50","174",1.00,645,6,1214,0.00,645
72810638,"649","50","163",13.00,224,6,1214,-1.00,10
72810637,"523","50","148",0.00,820,6,1214,0.00,820
72810636,"660","50","185",0.00,200,6,1214,0.00,200
72810635,"861","50","156",5.00,1446,6,1214,0.00,1041
72810634,"802","50","185",38.00,1406,6,1214,15.00,1033
72810633,"382","50","191",28.00,1974,6,1214,12.00,974
72810632,"526","50","147",1.00,1409,6,1214,-4.00,1169
72810631,"216","50","L23",16.00,669,6,1214,-5.00,10
72810630,"768","50","149",21.00,478,6,1214,0.00,82
72810629,"452","50","192",0.00,1526,6,1214,0.00,1526
72810628,"116","50","121",1.00,604,6,1214,0.00,604
72810627,"319","50","113",21.00,1574,6,1214,0.00,270
72810626,"992","50","185",45.00,931,6,1214,15.00,974
72810625,"409","50","174",2.00,1932,6,1214,0.00,1800
72810624,"706","50","183",2.00,1212,6,1214,8.00,1692
72810623,"324","50","151",27.00,324,6,1214,0.00,43
72810622,"750","50","103",37.00,273,6,1214,0.00,27
72810621,"672","50","180",0.00,552,6,1214,0.00,552
72810620,"961","50","105",33.00,1504,6,1214,1.00,224
72810619,"789","50","113",6.00,1490,6,1214,0.00,894
72810618,"591","50","169",9.00,1729,6,1214,0.00,692
72810617,"158","50","115",0.00,574,6,1214,0.00,574
72810616,"152","50","121",31.00,430,6,1214,0.00,50
72810615,"311","50","191",13.00,485,6,1214,0.00,134
72810614,"312","50","149",31.00,1545,6,1214,18.00,1259
72810613,"601","50","145",29.00,1275,6,1214,0.00,158
72810612,"556","50","125",0.00,1884,6,1214,0.00,1800
72810611,"109","50","121",32.00,221,6,1214,10.00,625
72810610,"398","50","144",1.00,1798,6,1214,0.00,1798
72810609,"507","50","187",20.00,834,6,1214,-1.00,90
72810608,"351","50","157",22.00,943,6,1214,4.00,394
72810607,"113","50","62",1.00,1079,6,1214,0.00,1079
72810606,"273","50","144",42.00,244,6,1214,15.00,921
72810605,"438","50","175",18.00,1914,6,1214,0.00,383
72810604,"794","50","21",1.00,347,6,1214,0.00,347
72810603,"227","50","L8",37.00,769,6,1214,4.00,315
72810602,"407","50","181",23.00,445,6,1214,0.00,70
72810601,"549","50","130",24.00,1822,6,1214,0.00,273
72810600,"771","50","185",25.00,1901,6,1214,6.00,634
72810599,"370","50","158",30.00,1169,6,1214,0.00,140
72810598,"1098","50","21",22.00,1942,6,1214,5.00,618
72810597,"117","50","62",24.00,1700,6,1214,0.00,255
72810596,"475","50","183",4.00,1803,6,1214,0.00,1623
72810595,"567","50","128",25.00,603,6,1214,-13.00,10
72810594,"776","50","112",37.00,824,6,1214,5.00,380
72810593,"339","50","175",2.00,1390,6,1214,0.00,1390
72810592,"477","50","130",10.00,1585,6,1214,0.00,571
72810591,"321","50","113",31.00,332,6,1214,0.00,39
72810590,"265","50","60",2.00,248,6,1214,0.00,248
72810589,"1039","50","115",29.00,306,6,1214,7.00,458
72810588,"194","50","124",32.00,1050,6,1214,9.00,658
72810587,"687","50","174",4.00,1173,6,1214,0.00,1056
72810586,"110","50","116",16.00,657,6,1214,-3.00,10
72810585,"953","50","110",43.00,1078,6,1214,-1.00,30
72810584,"237","50","127",59.00,17500,6,1214,-14.00,228
72810583,"44","50","100",27.00,1327,6,1214,10.00,777
72810582,"214","50","125",18.00,1780,6,1214,0.00,356
72810581,"574","50","144",25.00,609,6,1214,0.00,88
72810580,"671","50","191",5.00,768,6,1214,3.00,733
72810579,"682","50","151",0.00,233,6,1214,0.00,233
72810578,"473","50","183",1.00,1181,6,1214,8.00,1661
72810577,"22","50","21",25.00,1158,6,1214,0.00,167
72810576,"754","50","180",15.00,1107,6,1214,0.00,266
72810575,"178","50","125",0.00,1488,6,1214,0.00,1488
72810574,"454","50","192",5.00,1645,6,1214,0.00,1184
72810573,"786","50","100",29.00,480,6,1214,0.00,60
72810572,"929","50","149",46.00,1223,6,1214,19.00,1236
72810571,"652","50","183",38.00,1083,6,1214,19.00,1243
72810570,"514","50","130",33.00,1610,6,1214,0.00,176
72810569,"111","50","104",0.00,206,6,1214,0.00,206
72810568,"630","50","174",31.00,1948,6,1214,0.00,226
72810567,"322","50","149",1.00,465,6,1214,0.00,465
72810566,"954","50","102",15.00,1534,6,1214,0.00,368
72810565,"665","50","169",27.00,1179,6,1214,0.00,157
72810564,"143","50","117",22.00,1000,6,1214,0.00,164
72810563,"993","50","157",14.00,693,6,1214,0.00,178
72810562,"98","50","100",0.00,1581,6,1214,0.00,1581
72810561,"253","50","199",7.00,1530,6,1214,13.00,1567
72810560,"54","50","103",7.00,921,6,1214,0.00,474
72810559,"503","50","181",56.00,1522,6,1214,0.00,98
72810558,"125","50","117",1.00,1133,6,1214,0.00,1133
72810557,"548","50","181",1.00,1250,6,1214,0.00,1250
72810556,"348","50","158",31.00,642,6,1214,9.00,615
72810555,"19","50","112",25.00,614,6,1214,15.00,988
72810554,"173","50","137",1.00,816,6,1214,0.00,816
72810553,"397","50","191",0.00,1035,6,1214,0.00,1035
72810552,"762","50","151",28.00,306,6,1214,18.00,1119
72810551,"72","50","L9",26.00,1309,6,1214,19.00,1321
72810550,"606","50","175",20.00,609,6,1214,12.00,830
72810549,"249","50","145",22.00,872,6,1214,0.00,143
72810548,"605","50","185",21.00,532,6,1214,0.00,91
